,slope,intercept,r2,mae
all,1.797589279550303,0.7220960292357219,0.5349660376014858,2.3831441622669947
filtered_iqr,1.6563116856386055,1.4572604478762354,0.6806457878480937,1.8631272421408103
winsorized,1.7114347667068772,1.0260696218681584,0.7425753075489648,1.8193699470244988
