Date,Close,High,Low,Open,Volume
2020-08-25,12.708110809326172,12.719323392015854,12.532439409525765,12.589252299893655,289076000
2020-08-26,12.731036186218262,12.8262224291656,12.636098985059359,12.757199832121712,321244000
2020-08-27,12.586762428283691,12.807784169735637,12.525214885431776,12.739508696253512,317604000
2020-08-28,13.104555130004883,13.104804171793052,12.600965068629922,12.633358561374441,537160000
2020-08-31,13.330560684204102,13.530401512522506,12.994916987240861,13.139440120722352,500840000
2020-09-01,13.779716491699219,13.951950004731,13.396364498958052,13.43973451032996,511316000
2020-09-02,14.303645133972168,14.682759244340765,13.858478124124495,14.659827233952877,874012000
2020-09-03,12.976621627807617,13.843025331300952,12.840279891466327,13.787441967935662,945128000
2020-09-04,12.584794044494629,13.135643368955469,11.669785221911399,12.745561516123432,1463684000
2020-09-08,11.877416610717773,12.512514009356568,11.669290364034978,11.699449605747855,795728000
2020-09-09,12.677018165588379,12.770986350088675,12.195211103916458,12.362958594648799,736200000
2020-09-10,12.274972915649414,13.026222055303444,12.130654717600342,12.95044886850312,698684000
2020-09-11,12.12816333770752,12.61470553639161,11.86021593774041,12.44820456904525,636928000
2020-09-14,12.833796501159668,13.275223857082135,12.593517213166718,13.041923627654745,1201744000
2020-09-15,12.952192306518555,13.25902271738115,12.78943001183695,13.240328538880537,727556000
2020-09-16,12.4771146774292,13.053637183244273,12.476367328686052,12.918542012603398,556384000
2020-09-17,12.426273345947266,12.552146521637706,11.998803922325042,12.096012551755464,792512000
2020-09-18,12.152839660644531,12.594765338345685,11.952939035287185,12.556131392172427,698460000
2020-09-21,12.479862213134766,12.485096509059039,11.868942386470978,11.88938133745884,721044000
2020-09-22,12.600001335144043,12.61022081017737,12.119192530019532,12.537438903227134,646452000
2020-09-23,12.087535858154297,12.68898444077881,12.043169381436352,12.537936274399765,647012000
2020-09-24,12.311113357543945,12.531952083428154,11.97811145478811,12.036187875080055,731240000
2020-09-25,12.835294723510742,12.84501596453029,12.209171306298606,12.41031846374043,588016000
2020-09-28,12.996062278747559,13.01276257858715,12.71191377013544,13.001296573362508,573808000
2020-09-29,13.186241149902344,13.402592921010552,12.894615381302152,12.898852259456236,621460000
2020-09-30,13.490082740783691,13.58180793033941,13.110968628427955,13.118196804225388,689184000
2020-10-01,13.573832511901855,13.721639305296938,13.420541356332823,13.716904193711244,525004000
2020-10-02,13.023231506347656,13.479115283934282,13.012014617123738,13.185495594454558,552496000
2020-10-05,13.601747512817383,13.603492277670412,13.183251162729013,13.196461932684318,479820000
2020-10-06,13.695466041564941,14.099755140576931,13.624179801694984,13.788686874789306,784420000
2020-10-07,13.922287940979004,14.077074742006564,13.822088037630643,13.957931540235233,418084000
2020-10-08,13.79741382598877,14.042430201793506,13.716905511390735,14.032958076060966,378900000
2020-10-09,13.721638679504395,13.782955519265824,13.619944080821789,13.725876509097755,346892000
2020-10-12,14.183505058288574,14.304143905774929,13.870942068199716,13.947711725240717,434744000
2020-10-13,14.2056884765625,14.305639259093581,13.976874207969084,14.253794544783366,344604000
2020-10-14,14.053147315979004,14.299907495721095,13.918301219343562,14.247813658868305,276100000
2020-10-15,13.928271293640137,13.96391394401047,13.726624943608442,13.769496721406764,267224000
2020-10-16,13.770243644714355,14.079318070595855,13.751300345846035,13.994821050040168,242392000
2020-10-19,13.457428932189941,13.941727115410734,13.366700217976371,13.861467940105848,298068000
2020-10-20,13.604738235473633,13.75852760316148,13.46665175079998,13.542923168533347,229212000
2020-10-21,13.484352111816406,13.750305679709681,13.437243450207614,13.5843029142852,219596000
2020-10-22,13.321087837219238,13.571088381475269,13.192223410328143,13.482105378644855,290480000
2020-10-23,13.54965591430664,13.552647211925896,13.251549240823065,13.409824635927587,233484000
2020-10-26,13.101994514465332,13.651847409877611,12.999551621099348,13.386891318673042,336896000
2020-10-27,13.356733322143555,13.40184809604685,13.152095681900734,13.266253707199537,250520000
2020-10-28,12.589282035827637,13.220391588892099,12.571336153115137,13.158576513820305,376520000
2020-10-29,12.985095977783203,13.153341711912574,12.71191428002789,12.800149943144369,320080000
2020-10-30,12.496562004089355,12.897858959300288,12.263260744267104,12.811618113680714,416820000
2020-11-02,12.543168067932129,12.798402887151155,12.357972950142916,12.619937711621454,299652000
2020-11-03,12.980608940124512,13.065853305359841,12.56510386899864,12.670538064484012,272900000
2020-11-04,13.753045082092285,13.786196568161712,13.297161279467009,13.349255113539506,410228000
2020-11-05,14.11770248413086,14.296167693994366,13.949207631445907,14.120195548838295,319028000
2020-11-06,14.518503189086914,14.545172898182244,13.853495718543453,14.067603592756274,383348000
2020-11-09,13.590031623840332,14.647612935459417,13.570091862714316,14.509028220203142,582976000
2020-11-10,12.731854438781738,13.565854896982422,12.590527533848146,13.565854896982422,644068000
2020-11-11,13.377918243408203,13.394867659125051,12.909571067921163,13.01475614105458,404744000
2020-11-12,13.416552543640137,13.724878644833494,13.276223053900585,13.438736254435216,365812000
2020-11-13,13.257282257080078,13.62792173111172,13.020242354777883,13.58654559888262,346312000
2020-11-16,13.47488021850586,13.608728902529474,13.116703228071895,13.13315346343495,413776000
2020-11-17,13.38215446472168,13.555634473949695,13.264008694729371,13.512015355368725,312028000
2020-11-18,13.388635635375977,13.565106946079712,13.145614146444156,13.425026579645657,510924000
2020-11-19,13.400102615356445,13.44721126806381,13.060868971282808,13.17328222556949,565936000
2020-11-20,13.048657417297363,13.454192184098973,13.02597451944593,13.413813469182104,341088000
2020-11-23,13.100750923156738,13.342525924681917,12.976622533084774,13.131907578838005,361356000
2020-11-24,12.919042587280273,13.122681830164002,12.846509816717766,13.103240301669278,346500000
2020-11-25,13.195216178894043,13.229862361709015,12.981108321918962,12.99357079291506,259916000
2020-11-27,13.221635818481445,13.367449666206465,13.131157163583872,13.335046483286957,167276000
2020-11-30,13.361467361450195,13.372435134068894,12.933499834493153,13.225375701726351,286952000
2020-12-01,13.350003242492676,13.488338860186964,13.188735612786905,13.451947911695566,296948000
2020-12-02,13.504040718078613,13.632655084976157,13.194717204013912,13.310619984326111,283360000
2020-12-03,13.359930038452148,13.623219135110165,13.293111004710088,13.550914119265673,199520000
2020-12-04,13.521744728088379,13.523490008590343,13.352700758204879,13.412289485185315,202244000
2020-12-07,13.570112228393555,13.694277275694578,13.463650125798035,13.56462719738745,223244000
2020-12-08,13.314053535461426,13.562133473070054,13.245737464417683,13.548420420885549,271920000
2020-12-09,12.895933151245117,13.37788163975025,12.833601435868163,13.264687602241741,401300000
2020-12-10,12.937321662902832,13.03356222830537,12.814901890848274,12.834350116738213,207764000
2020-12-11,12.978211402893066,12.984943334641821,12.788473266636718,12.932334781262501,209264000
2020-12-14,13.272916793823242,13.352701320445842,13.042289616832711,13.05276130028543,270156000
2020-12-15,13.32452392578125,13.4277446408741,13.151241866176118,13.403559909485772,193016000
2020-12-16,13.206843376159668,13.401068822375215,13.176923469754259,13.386358059059923,223116000
2020-12-17,13.305329322814941,13.343476304885147,13.143017281023452,13.330760010124036,231384000
2020-12-18,13.236265182495117,13.368906499021984,13.035307786207087,13.342976481723317,342064000
2020-12-21,13.29635238647461,13.334000987593647,12.932584571882952,13.03954601291587,302332000
2020-12-22,13.242497444152832,13.301338599164437,13.018851407349192,13.28338741499722,185580000
2020-12-23,12.974222183227539,13.23925658084675,12.969984052480672,13.220307685229642,179144000
2020-12-24,12.958763122558594,13.097139605461267,12.903911860303593,13.002145942784312,97884000
2020-12-28,12.865263938903809,13.027326757477658,12.728882894495314,13.027326757477658,212564000
2020-12-29,12.90839958190918,13.037302097093704,12.807671695086933,12.890199207593932,170372000
2020-12-30,13.110356330871582,13.178173087381417,12.862027143587241,12.955274589346617,225396000
2020-12-31,13.019848823547363,13.115590055450909,12.880225440728726,13.101129432482574,192424000
2021-01-04,13.078191757202148,13.615741018273493,12.927598299416385,13.068966974639455,560640000
2021-01-05,13.368657112121582,13.407302472036285,13.051762687944073,13.064478030942194,322760000
2021-01-06,12.580533981323242,13.209336124160535,12.55211111667462,13.186896670082936,580424000
2021-01-07,13.308070182800293,13.341729841116257,12.851802529047573,12.932583806792925,461480000
2021-01-08,13.240999221801758,13.384860715201302,13.006881540076098,13.32651890049771,292528000
2021-01-11,13.584823608398438,13.923409917831883,13.326521150752635,13.382619315045662,518344000
2021-01-12,13.448439598083496,13.717463839546596,13.309066372689761,13.715468418380237,291476000
2021-01-13,13.495314598083496,13.588313790236258,13.348960234306826,13.453677058361022,210028000
2021-01-14,13.164709091186523,13.563133363946132,13.145012624044542,13.53845024475792,283120000
2021-01-15,12.82487678527832,13.289372533003522,12.813906721445555,13.192384385848822,277780000
2021-01-19,12.990180015563965,13.05874433588123,12.80941745958597,12.981203471914387,226188000
2021-01-20,13.329761505126953,13.394336876836816,13.021593507664505,13.07644476713692,258572000
2021-01-21,13.830161094665527,13.961556455137426,13.217315633065317,13.382369700824514,337780000
2021-01-22,13.675580024719238,13.804482556466088,13.59055965110634,13.703006135776297,246820000
2021-01-25,13.616487503051758,13.791265684616299,13.200859674410438,13.74464149346533,251112000
2021-01-26,13.39907455444336,13.608009816021868,13.351452654248364,13.543932823051286,163980000
2021-01-27,12.88296890258789,13.197120336526261,12.759302228716475,13.194377345328904,371272000
2021-01-28,13.015859603881836,13.303832786369663,12.925603398405974,12.96125752897706,228316000
2021-01-29,12.95477294921875,13.298844248379915,12.876733718218354,13.03979330117493,271552000
2021-02-01,13.2013578414917,13.235016546030161,12.8680074112006,13.01810246395482,217204000
2021-02-02,13.520248413085938,13.535456606417386,13.249728037558501,13.362673839590776,220440000
2021-02-03,13.494068145751953,13.894237624658475,13.48010590306501,13.59928334568387,245408000
2021-02-04,13.627456665039062,13.636681445613485,13.30183589202546,13.494565231262396,201340000
2021-02-05,13.554403305053711,13.700260222525516,13.50927520997887,13.688043261194451,169152000
2021-02-08,14.399872779846191,14.434778387376456,13.69028838297306,13.69028838297306,434624000
2021-02-09,14.224844932556152,14.543982991928148,14.184204154366212,14.302135646312935,287560000
2021-02-10,14.724496841430664,14.864867801501441,14.302885581394381,14.42430764598324,485352000
2021-02-11,15.209685325622559,15.231128020471543,14.884813043180692,14.939914444084707,450828000
2021-02-12,14.920967102050781,15.250078500153245,14.735217895835671,15.00947802832542,374756000
2021-02-16,15.288971900939941,15.331108771075836,14.909745776355733,15.023688331990344,321960000
2021-02-17,14.865864753723145,15.182509978269348,14.740203613722997,15.130150615123835,274756000
2021-02-18,14.789073944091797,14.833204338482444,14.535757167617932,14.689342809907556,233868000
2021-02-19,14.886310577392578,15.136135829858787,14.806775244149723,14.984046285371576,271724000
2021-02-22,14.317092895507812,15.092499394353057,14.28642542524188,14.734964284409566,325884000
2021-02-23,14.103923797607422,14.200413563328533,13.353449321497946,14.03735299255944,391780000
2021-02-24,14.459959983825684,14.467689626179622,13.718960534974423,14.08472374913518,448320000
2021-02-25,13.2716703414917,14.336047094087903,13.18066655856936,14.007683242671332,824436000
2021-02-26,13.677574157714844,13.817196599240104,13.325025590650462,13.715470998195592,500932000
2021-03-01,13.80448055267334,13.887506443611532,13.516757520491561,13.83764088084664,353184000
2021-03-02,13.37015151977539,13.883016621267926,13.359929028239604,13.862571638196355,264116000
2021-03-03,12.770271301269531,13.415279305981374,12.764286939969132,13.390097813643582,377592000
2021-03-04,12.336942672729492,12.940065006184655,12.051214100929837,12.766283575718424,573344000
2021-03-05,12.427946090698242,12.516207816707588,11.647801988957488,12.516207816707588,542840000
2021-03-08,11.562037467956543,12.437672913507441,11.535358924616245,12.416480353696086,543112000
2021-03-09,12.49084758758545,12.587120409983385,12.030929765036829,12.101763126582322,521824000
2021-03-10,12.438971519470215,12.949519064176807,12.428246945993985,12.81034698204329,384376000
2021-03-11,12.962987899780273,13.015614616203285,12.70459626900852,12.919590101501337,299916000
2021-03-12,12.825809478759766,12.858482699487679,12.560434347032377,12.618547030088788,243964000
2021-03-15,13.160274505615234,13.175738177431093,12.737270344251586,12.834541245117032,221988000
2021-03-16,13.260039329528809,13.48076936522923,13.085948631190659,13.325135551948009,272128000
2021-03-17,13.309922218322754,13.421658730462186,12.958997832015097,13.009129887201905,243864000
2021-03-18,12.69262409210205,13.153040536918233,12.687137167380808,13.105652421851302,293896000
2021-03-19,12.815583229064941,12.891155689856488,12.582881322223741,12.720058230501023,299208000
2021-03-22,13.155282020568848,13.363042994193847,12.876438414572064,12.882424841241273,297804000
2021-03-23,13.040055274963379,13.313161761620359,12.990671054992674,13.223123686816244,222048000
2021-03-24,12.613308906555176,13.128347157153584,12.607074154877502,13.120365571341896,245840000
2021-03-25,12.505812644958496,12.68489169587358,12.243181447543522,12.470147161467885,295144000
2021-03-26,12.809099197387695,12.8260594741813,12.344443177035437,12.525017891116645,363968000
2021-03-29,12.917842864990234,13.03182474930074,12.670175833913577,12.790143194302527,273520000
2021-03-30,12.841521263122559,12.944778564269907,12.675162912230496,12.811841258798408,200204000
2021-03-31,13.316905975341797,13.438868511616864,12.952014518851287,12.984937020510774,314776000
2021-04-01,13.779317855834961,13.837430548820201,13.47952261795839,13.540380200664522,308276000
2021-04-05,13.9546537399292,13.98109125955044,13.7007509868906,13.834935646704984,255672000
2021-04-06,13.828948974609375,14.021246319010455,13.741156278655797,13.966874673740291,191744000
2021-04-07,14.110285758972168,14.210050348302799,13.679300107104046,13.848152176427948,251284000
2021-04-08,14.283379554748535,14.437516747610694,14.215538448610802,14.219280441632788,244416000
2021-04-09,14.36618423461914,14.374165821256694,14.141713170867636,14.180621146068031,195172000
