Date,Ticker,Close,High,Low,Open,Volume
2020-08-25,AAPL,121.41950225830078,121.76482035926398,119.69536076539771,121.29548577928259,211495600
2020-08-25,AMZN,167.32449340820312,167.8699951171875,163.35000610351562,164.74949645996094,79856000
2020-08-25,BRK-B,213.35000610351562,214.0,212.85000610351562,213.55999755859375,3675900
2020-08-25,GOOGL,79.81383514404297,79.96442887415282,78.42366625157257,78.53400457958628,25150000
2020-08-25,JPM,87.88018035888672,89.17433918415122,87.26808226871563,88.5534882580749,13648900
2020-08-25,META,279.2878112792969,281.5454148927193,268.785430649952,270.92369385752926,42127200
2020-08-25,MSFT,207.5569305419922,207.6911655095596,204.32569370307428,204.32569370307428,23043700
2020-08-25,NVDA,12.708113670349121,12.719326255563132,12.532442230999175,12.589255134157558,289076000
2020-08-25,TSLA,134.8893280029297,135.19667053222656,131.1999969482422,131.65933227539062,159883500
2020-08-25,V,200.78408813476562,200.88056372338363,198.31407456400277,199.90607636092147,5828300
2020-08-26,AAPL,123.07069396972656,123.52787254916589,121.66997788314622,122.73753929165063,163022400
2020-08-26,AMZN,172.09249877929688,172.58700561523438,167.22850036621094,167.5554962158203,130174000
2020-08-26,BRK-B,214.66000366210938,215.8300018310547,212.3000030517578,212.97999572753906,4639000
2020-08-26,GOOGL,81.71641540527344,82.14684028407368,79.5717839155142,79.83619697866935,52188000
2020-08-26,JPM,86.64722442626953,87.67905160403012,86.6122531136531,87.3904949110506,12052400
2020-08-26,META,302.2518310546875,303.007694107932,282.45045896866435,282.45045896866435,69015200
2020-08-26,MSFT,212.04421997070312,212.9455181391844,208.41027833727762,208.90887161504648,39600800
2020-08-26,NVDA,12.731037139892578,12.826223389970261,12.636099931621986,12.75720078775593,321244000
2020-08-26,TSLA,143.54466247558594,144.39999389648438,136.90866088867188,137.3333282470703,213591000
2020-08-26,V,202.86817932128906,203.389203544576,200.0122481266426,200.7841265952131,7035200
2020-08-27,AAPL,121.59945678710938,124.00693190797273,120.45407621046918,123.67377724193759,155552400
2020-08-27,AMZN,170.0,172.64999389648438,168.89999389648438,172.50250244140625,85296000
2020-08-27,BRK-B,216.8699951171875,217.97999572753906,214.75999450683594,214.99000549316406,4814200
2020-08-27,GOOGL,80.9405746459961,81.9082665554594,80.45796486880047,81.83967766198782,31350000
2020-08-27,JPM,89.49787139892578,89.76020295677426,86.56853346933808,86.56853346933808,22163900
2020-08-27,META,291.6201171875,299.5864222717374,290.42665255690173,298.522253183745,30301300
2020-08-27,MSFT,217.25067138671875,221.63249606861132,210.36629707415054,213.71260314885245,57602200
2020-08-27,NVDA,12.586761474609375,12.807783199314935,12.525213936420794,12.73950773100591,317604000
2020-08-27,TSLA,149.25,153.0399932861328,142.8333282470703,145.36399841308594,355395000
2020-08-27,V,203.61109924316406,204.72066434168352,201.70071157831538,203.7847788794355,8619600
2020-08-28,AAPL,121.40247344970703,122.9928616302125,121.1787451014989,122.57459270019099,187630000
2020-08-28,AMZN,170.08999633789062,171.6685028076172,169.3249969482422,171.14999389648438,57940000
2020-08-28,BRK-B,218.5500030517578,218.80999755859375,215.72999572753906,217.50999450683594,4290400
2020-08-28,GOOGL,81.48281860351562,81.57824696115934,80.7959437444367,80.98779395212267,22418000
2020-08-28,JPM,89.86512756347656,90.28485670924611,89.0256759433059,90.18866891899411,13756700
2020-08-28,META,292.0577392578125,295.6082679482802,289.3923691278823,293.39042432277756,17157400
2020-08-28,MSFT,219.4847412109375,221.14350517267079,217.25067611667052,218.78478808590117,26292900
2020-08-28,NVDA,13.104555130004883,13.104804171793052,12.600965068629922,12.633358561374441,537160000
2020-08-28,TSLA,147.55999755859375,154.5659942626953,145.76800537109375,153.00799560546875,301218000
2020-08-28,V,208.12657165527344,208.56074864835662,203.79441542273875,204.5469928033778,7349800
2020-08-31,AAPL,125.51950073242188,127.42603418683149,122.56244509573105,124.09934102961832,225702700
2020-08-31,AMZN,172.54800415039062,174.75,170.25,170.44949340820312,83718000
2020-08-31,BRK-B,218.0399932861328,219.4499969482422,217.64999389648438,218.6199951171875,6131900
2020-08-31,GOOGL,80.99077606201172,81.73481087660946,80.78202889543032,81.68858693545364,26422000
2020-08-31,JPM,87.60909271240234,89.34920552901224,87.46043462890631,89.29674189446514,14219400
2020-08-31,META,291.60028076171875,295.2601949935816,289.9592590619496,292.3461886794062,17345100
2020-08-31,MSFT,216.243896484375,219.2833713197023,215.07412829784337,217.65337102666288,28774200
