date,close,high,low,open,volume,symbol,Ticker
2021-12-08,31.768028259277344,32.23118377085528,31.3637652927713,31.940713469994417,475551000,TOP10,NVDA
2021-12-08,356.32000732421875,357.4599914550781,344.3333435058594,350.9033203125,41906400,TOP10,TSLA
2021-12-08,203.18714904785156,203.66353411970707,199.99822334170068,201.89407630189547,11749200,TOP10,V
2021-12-09,171.13916015625,173.28624530636634,170.51170278012245,171.48230721997012,108923700,TOP10,AAPL
2021-12-09,174.17100524902344,176.96949768066406,174.13949584960938,175.75,46062000,TOP10,AMZN
2021-12-09,284.5199890136719,284.95001220703125,281.7799987792969,283.7699890136719,3445500,TOP10,BRK-B
2021-12-09,146.7583465576172,148.21113578396324,146.2379688963119,146.7111291255418,23270000,TOP10,GOOGL
2021-12-09,145.16920471191406,145.59440404796104,143.5316744225979,144.43638088301066,11189600,TOP10,JPM
2021-12-09,328.0204772949219,334.29604689329693,326.2104001076286,327.7420062161899,16879200,TOP10,META
2021-12-09,322.9051208496094,326.191350856802,321.9551041573975,324.17502451883644,22214200,TOP10,MSFT
2021-12-09,30.434465408325195,32.14634377041645,30.372578060717565,31.676199073881175,488507000,TOP10,NVDA
